0,0.0,0.0,-0.08333333333333333
1,0.0,0.0,0.0
2,0.4019,0.0,0.11240079365079365
3,0.0,0.0,-0.041666666666666664
4,0.0,0.0,0.0
5,0.0,0.0,0.0393939393939394
6,0.6486,-1.0,0.06216912427849928
7,0.5267,0.0,0.09833333333333334
8,0.34,-0.25,0.02380952380952381
9,0.0,0.0,-0.2708333333333333
10,0.7552,0.0,-0.07274801587301587
11,0.2732,0.0,0.013392857142857144
12,0.4404,-1.0,0.018024761904761894
13,0.3612,-0.25,0.14478021978021977
14,0.4926,-0.4,0.030624864925228118
15,0.7777,-0.5,0.028125
16,0.784,-0.5714285714285714,0.028886433115756425
17,0.5106,-1.0,0.013311688311688311
18,0.4404,-0.4166666666666667,0.05837912087912087
19,-0.5994,-0.5,-0.05586359912017806
20,0.7269,0.0,-0.010802469135802474
21,0.5848,0.0,-0.05723443223443223
22,0.5994,0.0,0.04071969696969697
23,0.0,0.0,-0.1111111111111111
24,0.3612,0.0,0.125
25,0.0,-0.1,0.015909582315832314
26,0.0,-0.3333333333333333,-0.019413919413919414
27,0.6249,-1.0,-0.014682539682539684
28,-0.2732,0.0,0.010416666666666666
29,0.0,0.0,0.0
30,0.4588,0.0,-0.01875
31,0.0,0.0,0.0
32,0.8591,-0.25,0.005909090909090919
33,0.0,0.0,0.0
34,0.8591,-0.25,0.09318181818181817
35,0.2714,-0.3333333333333333,-0.04286916786916786
36,-0.7018,-1.0,-0.07049432938856016
37,0.0,-1.0,0.01810897435897436
38,0.3182,-0.5,-0.010852920227920228
39,0.8217,-0.5,0.05460207100591715
40,0.4404,0.0,-0.0026041666666666674
41,0.8225,-0.6,-0.019955738705738704
42,0.0258,-0.5,-0.017099567099567108
43,0.8807,-0.6666666666666666,0.07123015873015873
44,0.0,-0.6666666666666666,-0.13425925925925924
45,0.3391,-0.25,-0.10266426282051283
46,0.0,0.0,0.0
47,0.0,0.0,0.017336309523809525
48,0.6808,0.0,0.05060763888888889
49,0.0,,
50,0.6369,1.0,0.11458333333333333
51,0.0,-0.3333333333333333,-0.034722222222222224
52,0.0,-1.0,0.08154761904761905
53,-0.5719,0.0,0.07692307692307691
54,0.0,0.0,0.06845238095238096
55,0.1779,0.0,0.041666666666666664
56,-0.4939,-0.5,-0.05625
57,0.5719,0.0,0.06726190476190476
58,-0.128,0.0,-0.0352930402930403
59,0.8225,-0.2,0.03707532051282052
60,0.0,0.0,0.1875
61,0.0,0.0,-0.0007440476190476154
62,0.6114,0.0,0.05070970695970697
63,0.0,0.0,-0.03333333333333333
64,-0.5423,0.0,-0.009375
65,0.0,0.0,0.375
66,0.5255,0.0,0.03769841269841271
67,0.4404,0.5,0.07440476190476189
68,-0.4215,-0.5,-0.017045454545454548
69,0.0,0.0,0.03956766917293233
70,0.0,-0.2,0.0017459392459392457
71,0.296,-0.25,0.04666666666666667
72,0.0,0.0,0.0
73,0.4404,0.0,0.047335600907029485
74,-0.3182,0.0,-0.015625
75,0.5859,-1.0,0.12452448979591835
76,0.4215,-1.0,0.008356227106227106
77,-0.3182,0.0,-0.11180555555555556
78,0.0,0.0,0.0
79,-0.5423,0.0,-0.11015037593984964
80,-0.3595,-1.0,-0.014743589743589742
81,-0.128,0.0,-0.05108024691358025
82,0.0,-1.0,0.06696428571428571
83,0.3818,-0.75,0.001256887052341592
84,0.6249,0.4,0.06646825396825397
85,0.0,0.0,0.04277777777777778
86,0.5719,-1.0,0.006944444444444445
87,0.5719,0.0,0.06726190476190476
88,0.6476,-0.5555555555555556,0.0066284186898222
89,0.2732,0.0,0.02857142857142857
90,0.4767,0.0,-0.2814666666666667
91,-0.2732,0.0,-0.05892857142857143
92,0.0,-0.75,0.08031798245614036
93,0.0,-0.5,-0.0016025641025641032
94,0.5719,0.0,-0.07007575757575758
95,0.0,-0.3333333333333333,0.014699074074074073
96,0.0,0.0,-0.0375
97,0.0,-1.0,-0.0125
98,0.0,0.0,-0.1
99,0.8313,-0.5,0.18333333333333335
100,-0.3818,-0.16666666666666666,0.017897206959706962
101,0.3182,-0.3333333333333333,0.008475783475783476
102,0.0,-0.25,-0.005048076923076923
103,0.6486,-0.16666666666666666,0.08226225934559268
104,0.2023,0.0,-0.027777777777777776
105,0.0,1.0,0.021896258503401357
106,0.4939,-1.0,0.02165242165242165
107,0.8711,-0.75,0.17229199372056517
108,0.0,0.0,0.0
109,0.4939,0.0,0.10404040404040404
110,0.0,-1.0,-0.042782738095238096
111,-0.7506,-1.0,-0.017647058823529415
112,-0.5423,0.0,-0.4375
113,0.6369,-0.375,-0.017698158323158325
114,0.0,-0.375,0.06227106227106227
115,0.4404,0.0,-0.0022712962962963077
116,-0.296,-1.0,-0.03179632867132867
117,0.0,,
118,-0.296,-0.3333333333333333,-0.008854166666666666
119,0.0,0.0,0.03125
120,0.5994,-0.5,0.08674242424242423
121,0.3612,0.0,0.0
122,0.6249,1.0,0.08154761904761905
123,0.0,0.0,-0.003891941391941391
124,-0.5719,-1.0,0.0659090909090909
125,0.0,0.0,0.03786630036630038
126,0.4215,-0.4,0.03389423076923076
127,0.0,-1.0,-0.015892094017094016
128,0.0,0.0,-0.09375
129,0.5256,0.0,-0.03809057454890788
130,0.2023,0.0,0.011904761904761904
131,0.6808,0.0,0.17537878787878788
132,0.0,0.0,-0.009214743589743588
133,0.0,0.5,-0.0027636054421768708
134,-0.1027,0.0,-0.020612373737373738
135,0.54,0.0,0.008889919604205323
136,0.0,0.0,0.005
137,0.0,0.0,-0.02326388888888889
138,0.0,-0.25,0.006666666666666665
139,0.4939,0.0,-0.03805944055944056
140,0.296,-0.375,0.031331114061377216
141,0.0,0.0,0.03125
142,0.4939,0.5,0.017759627525252522
143,0.5106,0.0,-0.05324074074074075
144,0.0,-0.8,0.01038961038961039
145,-0.2732,0.25,-0.121875
146,0.0,0.0,0.15625
147,0.25,-0.6,0.06267083610833611
148,0.0,0.0,-0.020833333333333332
149,0.0,0.0,0.02925084175084175
150,-0.2023,0.0,0.0078125
151,0.0,0.0,-0.013541666666666667
152,-0.6369,-1.0,-0.016571969696969696
153,0.2732,-0.5,-0.0625
154,0.0,-0.3333333333333333,-0.010107875457875459
155,0.0,-0.3333333333333333,-0.03993055555555555
156,0.0,0.0,0.028273809523809524
157,0.4939,0.0,0.06522817460317461
158,0.5719,0.3333333333333333,0.05902777777777778
159,0.0,,
160,0.2732,-0.5,0.0921875
161,0.0,-0.3333333333333333,0.014096493783993785
162,0.4019,0.0,0.01066468253968254
163,0.0,0.0,0.057499999999999996
164,-0.1027,0.0,-0.02727272727272727
165,0.4754,-1.0,-0.04199810606060607
166,-0.4215,0.0,0.034940476190476195
